Date,Open,High,Low,Close,Volume
25/11/2019,1.78,1.86,1.76,1.795,555914
26/11/2019,1.85,1.88,1.78,1.785,659252
27/11/2019,1.805,1.83,1.77,1.795,396115
28/11/2019,1.795,1.82,1.675,1.74,557444
29/11/2019,1.75,1.76,1.65,1.7,428409
02/12/2019,1.735,1.8,1.735,1.78,439151
03/12/2019,1.78,1.78,1.78,1.78,0
04/12/2019,1.78,1.78,1.78,1.78,0
05/12/2019,1.75,1.755,1.615,1.62,2016011
06/12/2019,1.65,1.65,1.605,1.625,637085
09/12/2019,1.625,1.635,1.55,1.635,447762
10/12/2019,1.625,1.625,1.585,1.625,593724
11/12/2019,1.605,1.61,1.58,1.6,683092
12/12/2019,1.62,1.62,1.54,1.595,599479
13/12/2019,1.585,1.59,1.545,1.57,352316
16/12/2019,1.6,1.61,1.545,1.55,582040
17/12/2019,1.565,1.655,1.565,1.6,776079
18/12/2019,1.625,1.632,1.59,1.59,384307
19/12/2019,1.6,1.605,1.58,1.59,2550454
20/12/2019,1.6,1.62,1.49,1.525,729476
23/12/2019,1.56,1.585,1.55,1.565,349412
24/12/2019,1.58,1.595,1.56,1.565,231236
27/12/2019,1.59,1.6,1.575,1.585,320637
30/12/2019,1.585,1.585,1.54,1.565,258128
31/12/2019,1.57,1.575,1.525,1.575,137171
02/01/2020,1.59,1.65,1.58,1.635,681074
03/01/2020,1.66,1.725,1.635,1.65,257030
06/01/2020,1.64,1.66,1.59,1.62,451271
07/01/2020,1.62,1.65,1.61,1.62,373836
08/01/2020,1.64,1.64,1.555,1.585,617620
09/01/2020,1.58,1.6,1.575,1.6,223034
10/01/2020,1.58,1.625,1.58,1.61,187196
13/01/2020,1.605,1.61,1.575,1.585,335096
14/01/2020,1.59,1.605,1.575,1.59,161745
15/01/2020,1.585,1.595,1.53,1.59,266332
16/01/2020,1.585,1.61,1.57,1.6,191935
17/01/2020,1.6,1.6,1.58,1.595,352198
20/01/2020,1.595,1.595,1.57,1.585,317274
21/01/2020,1.585,1.585,1.53,1.535,445318
22/01/2020,1.54,1.55,1.525,1.54,272926
23/01/2020,1.54,1.54,1.44,1.535,809580
24/01/2020,1.52,1.53,1.48,1.515,728637
28/01/2020,1.52,1.522,1.48,1.51,458137
29/01/2020,1.5,1.535,1.5,1.515,378952
30/01/2020,1.515,1.535,1.5,1.535,409923
31/01/2020,1.515,1.535,1.515,1.53,591250
03/02/2020,1.505,1.51,1.48,1.505,578962
04/02/2020,1.505,1.56,1.505,1.53,398003
05/02/2020,1.53,1.61,1.53,1.595,430275
06/02/2020,1.61,1.63,1.58,1.6,384810
07/02/2020,1.605,1.605,1.565,1.565,232618
10/02/2020,1.59,1.59,1.52,1.54,179026
11/02/2020,1.54,1.57,1.54,1.55,484449
12/02/2020,1.55,1.6,1.545,1.575,234013
13/02/2020,1.58,1.595,1.55,1.56,428127
14/02/2020,1.555,1.6,1.545,1.55,597436
17/02/2020,1.775,1.85,1.66,1.725,10032510
18/02/2020,1.76,1.76,1.665,1.695,1293422
19/02/2020,1.715,1.745,1.68,1.705,318456
20/02/2020,1.7,1.7,1.615,1.645,638655
21/02/2020,1.66,1.745,1.65,1.72,417097
